itemName,itemKind,category,equipLevel,craftType,detailUrl,baseValueRows,baseValueFlat,baseValueRawLines
"おおばさみ","武器","両手剣","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_obasami.html","[[""46-52"",""16-28""],[""30-40"",""16-28""],[""26-36"",""24-36""],[""26-38"",""32-38""]]","[""46-52"",""16-28"",""30-40"",""16-28"",""26-36"",""24-36"",""26-38"",""32-38""]","[""46-52 16-28"",""30-40 16-28"",""26-36 24-36"",""26-38 32-38"",""おおばさみの特性""]"
"てつの大剣","武器","両手剣","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tetsunotaiken.html","[[""16-28"",""16-28""],[""12-26"",""12-26""],[""16-28"",""16-28""],[""26-36"",""26-36""]]","[""16-28"",""16-28"",""12-26"",""12-26"",""16-28"",""16-28"",""26-36"",""26-36""]","[""16-28 16-28"",""12-26 12-26"",""16-28 16-28"",""26-36 26-36"",""てつの大剣の特性""]"
"ビッグブレードⅡ","武器","両手剣","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_biggubure-dotsu-.html","[[""28-40"",""28-40""],[""24-36"",""24-36""],[""12-24"",""12-24""],[""16-26"",""16-26""]]","[""28-40"",""28-40"",""24-36"",""24-36"",""12-24"",""12-24"",""16-26"",""16-26""]","[""28-40 28-40"",""24-36 24-36"",""12-24 12-24"",""16-26 16-26"",""ビッグブレードⅡの特性""]"
"せいどうの大剣","武器","両手剣","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seidonotaiken.html","[[""12-24"",""12-24""],[""9-22"",""9-22""],[""18-36"",""18-36""],[""12-24"",""12-24""]]","[""12-24"",""12-24"",""9-22"",""9-22"",""18-36"",""18-36"",""12-24"",""12-24""]","[""12-24 12-24"",""9-22 9-22"",""18-36 18-36"",""12-24 12-24"",""せいどうの大剣の特性""]"
"ビッグブレード","武器","両手剣","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_biggubure-do.html","[[""16-34"",""16-34""],[""12-24"",""12-24""],[""12-24"",""12-24""],[""20-30"",""20-30""]]","[""16-34"",""16-34"",""12-24"",""12-24"",""12-24"",""12-24"",""20-30"",""20-30""]","[""16-34 16-34"",""12-24 12-24"",""12-24 12-24"",""20-30 20-30"",""ビッグブレードの特性""]"
"初心者用の両手剣","武器","両手剣","1","","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shoshinshayonoryoteken.html","[]","[]","[""初心者用の両手剣の特性""]"
"どうの大剣","武器","両手剣","1","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_donotaiken.html","[[""9-22"",""9-22""],[""12-24"",""12-24""],[""9-22"",""9-22""],[""9-22"",""9-22""]]","[""9-22"",""9-22"",""12-24"",""12-24"",""9-22"",""9-22"",""9-22"",""9-22""]","[""9-22 9-22"",""12-24 12-24"",""9-22 9-22"",""9-22 9-22"",""どうの大剣の特性""]"
"影星の短刀","武器","短剣","132","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_eiseinotanto.html","[]","[]","[""影星の短刀の特性""]"
"晴蒼の短剣","武器","短剣","130","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seisonotanken.html","[]","[]","[""晴蒼の短剣の特性""]"
"ジェミニダガー","武器","短剣","128","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_minidaga-.html","[]","[]","[""ジェミニダガーの特性""]"
"ヴェーレダガー","武器","短剣","125","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_we-redaga-.html","[]","[]","[""ヴェーレダガーの特性""]"
"セーラスダガー","武器","短剣","120","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_se-rasudaga-.html","[]","[]","[""セーラスダガーの特性""]"
"エレガントポイズン","武器","短剣","118","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_eregantopoizun.html","[[""350-358""],[""650-658""]]","[""350-358"",""650-658""]","[""350-358"",""650-658"",""エレガントポイズンの特性"",""メーター減少（戻り）""]"
"輝天のナイフ","武器","短剣","115","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kitennonaifu.html","[[""670-678""],[""370-378""]]","[""670-678"",""370-378""]","[""670-678"",""370-378"",""輝天のナイフの特性"",""集中力変化（虹）""]"
"ファントムダガー","武器","短剣","110","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_fantomudaga-.html","[[""590-598""],[""400-410""]]","[""590-598"",""400-410""]","[""590-598"",""400-410"",""ファントムダガーの特性"",""メーター減少（戻り）""]"
"ワイルドファング","武器","短剣","108","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_wairudofangu.html","[]","[]","[""ワイルドファングの特性""]"
"クレセントダガー","武器","短剣","105","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kuresentodaga-.html","[]","[]","[""クレセントダガーの特性""]"
"グラフィアス","武器","短剣","100","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gurafiasu.html","[[""570-580""],[""464-474""]]","[""570-580"",""464-474""]","[""570-580"",""464-474"",""グラフィアスの特性"",""たたき変化（倍半）""]"
"神域の短剣","武器","短剣","99","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shinikinotanken.html","[[""472-478""],[""448-458""]]","[""472-478"",""448-458""]","[""472-478"",""448-458"",""神域の短剣の特性"",""メーター減少（戻り）""]"
"ガテリアの宝剣","武器","短剣","96","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gaterianohoken.html","[[""528-542""],[""440-446""]]","[""528-542"",""440-446""]","[""528-542"",""440-446"",""ガテリアの宝剣の特性"",""たたき変化（倍半）""]"
"トールナイフ","武器","短剣","93","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_to-runaifu.html","[[""490-504""],[""350-356""]]","[""490-504"",""350-356""]","[""490-504"",""350-356"",""トールナイフの特性"",""メーター減少（戻り）""]"
"天河のジャンビーヤ","武器","短剣","90","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tenganojambi-ya.html","[[""400-406""],[""480-494""]]","[""400-406"",""480-494""]","[""400-406"",""480-494"",""天河のジャンビーヤの特性"",""たたき変化（倍半）""]"
"エンシェントククリ","武器","短剣","85","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_enntokukuri.html","[[""502-516""],[""334-340""]]","[""502-516"",""334-340""]","[""502-516"",""334-340"",""エンシェントククリの特性"",""たたき変化（倍半）""]"
"ポイズンスケイル","武器","短剣","80","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_poizunsukeiru.html","[[""280-294""],[""440-446""]]","[""280-294"",""440-446""]","[""280-294"",""440-446"",""ポイズンスケイルの特性"",""メーター減少（戻り）""]"
"クリスタルエッジ","武器","短剣","80","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kurisutaruejji.html","[[""430-444""],[""384-390""]]","[""430-444"",""384-390""]","[""430-444"",""384-390"",""クリスタルエッジの特性"",""たたき変化（倍半）""]"
"ライトニングダガー","武器","短剣","75","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_raitoningudaga-.html","[[""295-309""],[""475-481""]]","[""295-309"",""475-481""]","[""295-309"",""475-481"",""ライトニングダガーの特性"",""たたき変化（倍半）""]"
"聖王のナイフ","武器","短剣","70","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seiononaifu.html","[[""450-456""],[""320-334""]]","[""450-456"",""320-334""]","[""450-456"",""320-334"",""聖王のナイフの特性"",""たたき変化（倍半）""]"
"サウザンドダガー","武器","短剣","65","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sauzandodaga-.html","[[""348-354""],[""400-414""]]","[""348-354"",""400-414""]","[""348-354"",""400-414"",""サウザンドダガーの特性"",""たたき変化（倍半）""]"
"ファルコンダガー","武器","短剣","60","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_farukondaga-.html","[[""335-343""],[""265-270""]]","[""335-343"",""265-270""]","[""335-343"",""265-270"",""ファルコンダガーの特性"",""たたき変化（倍半）""]"
"こがらしのダガー","武器","短剣","60","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kogarashinodaga-.html","[[""294-300""],[""410-424""]]","[""294-300"",""410-424""]","[""294-300"",""410-424"",""こがらしのダガーの特性"",""たたき変化（倍半）""]"
"王家のナイフ","武器","短剣","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_okenonaifu.html","[[""220-225""],[""270-278""]]","[""220-225"",""270-278""]","[""220-225"",""270-278"",""王家のナイフの特性"",""メーター減少（戻り）""]"
"サラマンダー","武器","短剣","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_saramanda-.html","[[""200-205""],[""360-368""]]","[""200-205"",""360-368""]","[""200-205"",""360-368"",""サラマンダーの特性"",""たたき変化（倍半）""]"
"こおりのやいば","武器","短剣","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_korinoyaiba.html","[[""160-164""],[""240-246""]]","[""160-164"",""240-246""]","[""160-164"",""240-246"",""こおりのやいばの特性"",""メーター減少（戻り）""]"
"グラディウス","武器","短剣","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_guradiusu.html","[[""180-184""],[""250-258""]]","[""180-184"",""250-258""]","[""180-184"",""250-258"",""グラディウスの特性"",""たたき変化（倍半）""]"
"ブラッドピック","武器","短剣","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_buraddopikku.html","[[""160-162""],[""300-316""]]","[""160-162"",""300-316""]","[""160-162"",""300-316"",""ブラッドピックの特性"",""メーター減少（戻り）""]"
"よるのパピヨン","武器","短剣","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_yorunopapiyon.html","[[""140-146""],[""180-186""]]","[""140-146"",""180-186""]","[""140-146"",""180-186"",""よるのパピヨンの特性"",""たたき変化（倍半）""]"
"ソードブレイカー","武器","短剣","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_so-dobureika-.html","[[""190-200""],[""140-145""]]","[""190-200"",""140-145""]","[""190-200"",""140-145"",""ソードブレイカーの特性"",""たたき変化（倍半）""]"
"キラーピアス","武器","短剣","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kira-piasu.html","[[""160-163""],[""180-187""]]","[""160-163"",""180-187""]","[""160-163"",""180-187"",""キラーピアスの特性"",""たたき変化（倍半）""]"
"こあくまのナイフ","武器","短剣","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_koakumanonaifu.html","[[""150-156""],[""110-116""]]","[""150-156"",""110-116""]","[""150-156"",""110-116"",""こあくまのナイフの特性""]"
"イーグルダガー","武器","短剣","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_i-gurudaga-.html","[[""170-180""],[""120-123""]]","[""170-180"",""120-123""]","[""170-180"",""120-123"",""イーグルダガーの特性"",""たたき変化（倍半）""]"
"ぎんの短剣","武器","短剣","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ginnotanken.html","[[""90-94""],[""110-118""]]","[""90-94"",""110-118""]","[""90-94"",""110-118"",""ぎんの短剣の特性""]"
"どくばり","武器","短剣","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_dokubari.html","[[""80-82""],[""150-162""]]","[""80-82"",""150-162""]","[""80-82"",""150-162"",""どくばりの特性""]"
"シーブスナイフ","武器","短剣","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shi-busunaifu.html","[[""90-100""],[""50-58""]]","[""90-100"",""50-58""]","[""90-100"",""50-58"",""シーブスナイフの特性""]"
"アサシンダガー","武器","短剣","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_asashindaga-.html","[[""60-65""],[""100-110""]]","[""60-65"",""100-110""]","[""60-65"",""100-110"",""アサシンダガーの特性""]"
"聖なるナイフ","武器","短剣","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seinarunaifu.html","[[""60-72""],[""40-56""]]","[""60-72"",""40-56""]","[""60-72"",""40-56"",""聖なるナイフの特性""]"
"どくがのナイフ","武器","短剣","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_dokuganonaifu.html","[[""50-54""],[""70-88""]]","[""50-54"",""70-88""]","[""50-54"",""70-88"",""どくがのナイフの特性""]"
"初心者用の短剣","武器","短剣","1","","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shoshinshayonotanken.html","[]","[]","[""初心者用の短剣の特性""]"
"ブロンズナイフ","武器","短剣","1","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_buronzunaifu.html","[[""40-56""],[""40-56""]]","[""40-56"",""40-56""]","[""40-56"",""40-56"",""ブロンズナイフの特性""]"
"ピュアリィタクト","武器","スティック","132","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_pyuaryitakuto.html","[]","[]","[""ピュアリィタクトの特性""]"
"天象のスティック","武器","スティック","130","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tenshonosutikku.html","[]","[]","[""天象のスティックの特性""]"
"ルーナステッキ","武器","スティック","128","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ru-nasutekki.html","[]","[]","[""ルーナステッキの特性""]"
"ひつじ雲スティック","武器","スティック","125","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hitsujigumosutikku.html","[]","[]","[""ひつじ雲スティックの特性""]"
"セーラススティック","武器","スティック","120","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_se-rasusutikku.html","[]","[]","[""セーラススティックの特性""]"
"祈星のスティック","武器","スティック","118","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kiseinosutikku.html","[]","[]","[""650"",""300"",""祈星のスティックの特性""]"
"輝天のスティック","武器","スティック","115","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kitennosutikku.html","[]","[]","[""輝天のスティックの特性""]"
"エイルのスティック","武器","スティック","110","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_eirunosutikku.html","[]","[]","[""500"",""230"",""エイルのスティックの特性"",""木材復活（戻り）""]"
"ピンキーエッグ","武器","スティック","108","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_pinki-eggu.html","[]","[]","[""500"",""340"",""ピンキーエッグの特性"",""木目変化""]"
"シビュラスティック","武器","スティック","105","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shibyurasutikku.html","[]","[]","[""455"",""378"",""シビュラスティックの特性"",""木目変化""]"
"ルネッサンステッキ","武器","スティック","100","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_runessansutekki.html","[]","[]","[""395"",""428"",""ルネッサンステッキの特性"",""木目変化""]"
"双月のスティック","武器","スティック","99","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sogetsunosutikku.html","[]","[]","[""450"",""373"",""双月のスティックの特性"",""木目変化""]"
"バージニアステッキ","武器","スティック","96","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ba-jiniasutekki.html","[]","[]","[""380"",""440"",""バージニアステッキの特性"",""木材復活（戻り）""]"
"リトルフェザー","武器","スティック","93","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ritorufeza-.html","[]","[]","[""400"",""400"",""リトルフェザーの特性"",""木材復活（戻り）""]"
"栄華の王錫","武器","スティック","90","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_eiganoshaku.html","[]","[]","[""329"",""415"",""栄華の王錫の特性"",""木目変化""]"
"エンシェントタクト","武器","スティック","85","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_enntotakuto.html","[]","[]","[""385"",""335"",""エンシェントタクトの特性"",""木材復活（戻り）""]"
"ファンタスティック","武器","スティック","80","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_fantasutikku.html","[]","[]","[""290"",""396"",""ファンタスティックの特性"",""木目変化""]"
"ラクリマタクト","武器","スティック","80","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_rakurimatakuto.html","[]","[]","[""343"",""343"",""ラクリマタクトの特性"",""木目変化""]"
"ひかりのタクト","武器","スティック","75","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hikarinotakuto.html","[]","[]","[""373"",""303"",""ひかりのタクトの特性"",""木目変化""]"
"聖王のスティック","武器","スティック","70","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seionosutikku.html","[]","[]","[""348"",""411"",""聖王のスティックの特性"",""たたき変化（燃え木）""]"
"タイタニアステッキ","武器","スティック","65","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_taitaniasutekki.html","[]","[]","[""340"",""340"",""タイタニアステッキの特性"",""木材復活（戻り）""]"
"あくまのタクト","武器","スティック","60","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_akumanotakuto.html","[]","[]","[""294"",""294"",""あくまのタクトの特性"",""木目変化""]"
"ゴシックパラソル","武器","スティック","60","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_goshikkuparasoru.html","[]","[]","[""360"",""267"",""ゴシックパラソルの特性"",""木目変化""]"
"ユグドラシル","武器","スティック","50","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_yugudorashiru.html","[]","[]","[""215"",""274"",""ユグドラシルの特性"",""木目変化""]"
